Index,Patch,Oracle,Predicted value,tool_patch_uid
258,correct/patch1-Lang-45-dev.patch,correct,Overfitting,llm4pc-defects4j-Lang-45-dev-patch1
259,correct/patch1-Lang-46-Nopol.patch,correct,Correct,llm4pc-defects4j-Lang-46-Nopol-patch1
260,correct/patch1-Lang-46-dev.patch,correct,Correct,llm4pc-defects4j-Lang-46-dev-patch1
261,correct/patch1-Lang-47-TBar.patch,correct,Overfitting,llm4pc-defects4j-Lang-47-TBar-patch1
262,correct/patch1-Lang-47-dev.patch,correct,Overfitting,llm4pc-defects4j-Lang-47-dev-patch1
263,correct/patch1-Lang-48-dev.patch,correct,Correct,llm4pc-defects4j-Lang-48-dev-patch1
264,correct/patch1-Lang-49-dev.patch,correct,Correct,llm4pc-defects4j-Lang-49-dev-patch1
265,correct/patch1-Lang-5-dev.patch,correct,Correct,llm4pc-defects4j-Lang-5-dev-patch1
266,correct/patch1-Lang-50-dev.patch,correct,Overfitting,llm4pc-defects4j-Lang-50-dev-patch1
267,correct/patch1-Lang-51-Jaid.patch,correct,Correct,llm4pc-defects4j-Lang-51-Jaid-patch1
268,correct/patch1-Lang-51-SOFix.patch,correct,Correct,llm4pc-defects4j-Lang-51-SOFix-patch1
269,correct/patch1-Lang-51-dev.patch,correct,Overfitting,llm4pc-defects4j-Lang-51-dev-patch1
270,correct/patch1-Lang-52-dev.patch,correct,Correct,llm4pc-defects4j-Lang-52-dev-patch1
271,correct/patch1-Lang-53-dev.patch,correct,Overfitting,llm4pc-defects4j-Lang-53-dev-patch1
272,correct/patch1-Lang-54-dev.patch,correct,Correct,llm4pc-defects4j-Lang-54-dev-patch1
273,correct/patch1-Lang-55-Jaid.patch,correct,Overfitting,llm4pc-defects4j-Lang-55-Jaid-patch1
274,correct/patch1-Lang-55-Nopol2015.patch,correct,Overfitting,llm4pc-defects4j-Lang-55-Nopol-patch1
275,correct/patch1-Lang-55-dev.patch,correct,Overfitting,llm4pc-defects4j-Lang-55-dev-patch1
276,correct/patch1-Lang-56-dev.patch,correct,Correct,llm4pc-defects4j-Lang-56-dev-patch1
277,correct/patch1-Lang-57-AVATAR.patch,correct,Correct,llm4pc-defects4j-Lang-57-AVATAR-patch1
278,correct/patch1-Lang-57-CapGen.patch,correct,Correct,llm4pc-defects4j-Lang-57-CapGen-patch1
279,correct/patch1-Lang-57-HDRepair.patch,correct,Correct,llm4pc-defects4j-Lang-57-HDRepair-patch1
280,correct/patch1-Lang-57-dev.patch,correct,Correct,llm4pc-defects4j-Lang-57-dev-patch1
281,correct/patch1-Lang-58-Nopol2015.patch,correct,Overfitting,llm4pc-defects4j-Lang-58-Nopol-patch1
282,correct/patch1-Lang-58-SimFix.patch,correct,Overfitting,llm4pc-defects4j-Lang-58-SimFix-patch1
283,correct/patch1-Lang-58-dev.patch,correct,Overfitting,llm4pc-defects4j-Lang-58-dev-patch1
284,correct/patch1-Lang-59-TBar.patch,correct,Overfitting,llm4pc-defects4j-Lang-59-TBar-patch1
285,correct/patch1-Lang-59-dev.patch,correct,Overfitting,llm4pc-defects4j-Lang-59-dev-patch1
286,correct/patch1-Lang-6-AVATAR.patch,correct,Correct,llm4pc-defects4j-Lang-6-AVATAR-patch1
287,correct/patch1-Lang-6-SOFix.patch,correct,Correct,llm4pc-defects4j-Lang-6-SOFix-patch1
288,correct/patch1-Lang-6-dev.patch,correct,Correct,llm4pc-defects4j-Lang-6-dev-patch1
289,correct/patch1-Lang-60-SimFix.patch,correct,Overfitting,llm4pc-defects4j-Lang-60-SimFix-patch1
290,correct/patch1-Lang-60-dev.patch,correct,Overfitting,llm4pc-defects4j-Lang-60-dev-patch1
291,correct/patch1-Lang-61-dev.patch,correct,Overfitting,llm4pc-defects4j-Lang-61-dev-patch1
292,correct/patch1-Lang-62-dev.patch,correct,Correct,llm4pc-defects4j-Lang-62-dev-patch1
293,correct/patch1-Lang-63-dev.patch,correct,Correct,llm4pc-defects4j-Lang-63-dev-patch1
294,correct/patch1-Lang-64-dev.patch,correct,Correct,llm4pc-defects4j-Lang-64-dev-patch1
295,correct/patch1-Lang-65-dev.patch,correct,Overfitting,llm4pc-defects4j-Lang-65-dev-patch1
296,correct/patch1-Lang-7-ACS.patch,correct,Overfitting,llm4pc-defects4j-Lang-7-ACS-patch1
297,correct/patch1-Lang-7-AVATAR.patch,correct,Overfitting,llm4pc-defects4j-Lang-7-AVATAR-patch1
298,correct/patch1-Lang-7-dev.patch,correct,Overfitting,llm4pc-defects4j-Lang-7-dev-patch1
299,correct/patch1-Lang-7-jKali.patch,correct,Overfitting,llm4pc-defects4j-Lang-7-jKali-patch1
300,correct/patch1-Lang-7-kPAR.patch,correct,Overfitting,llm4pc-defects4j-Lang-7-kPAR-patch1
301,correct/patch1-Lang-8-dev.patch,correct,Correct,llm4pc-defects4j-Lang-8-dev-patch1
302,correct/patch1-Lang-9-dev.patch,correct,Correct,llm4pc-defects4j-Lang-9-dev-patch1
303,correct/patch1-Math-1-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-1-dev-patch1
304,correct/patch1-Math-10-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-10-dev-patch1
305,correct/patch1-Math-100-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-100-dev-patch1
306,correct/patch1-Math-101-dev.patch,correct,Correct,llm4pc-defects4j-Math-101-dev-patch1
307,correct/patch1-Math-102-dev.patch,correct,Correct,llm4pc-defects4j-Math-102-dev-patch1
308,correct/patch1-Math-103-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-103-dev-patch1
309,correct/patch1-Math-104-dev.patch,correct,Correct,llm4pc-defects4j-Math-104-dev-patch1
310,correct/patch1-Math-105-dev.patch,correct,Correct,llm4pc-defects4j-Math-105-dev-patch1
311,correct/patch1-Math-106-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-106-dev-patch1
312,correct/patch1-Math-11-TBar.patch,correct,Overfitting,llm4pc-defects4j-Math-11-TBar-patch1
313,correct/patch1-Math-11-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-11-dev-patch1
314,correct/patch1-Math-12-dev.patch,correct,Correct,llm4pc-defects4j-Math-12-dev-patch1
315,correct/patch1-Math-13-dev.patch,correct,Correct,llm4pc-defects4j-Math-13-dev-patch1
316,correct/patch1-Math-14-dev.patch,correct,Correct,llm4pc-defects4j-Math-14-dev-patch1
317,correct/patch1-Math-15-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-15-dev-patch1
318,correct/patch1-Math-16-dev.patch,correct,Correct,llm4pc-defects4j-Math-16-dev-patch1
319,correct/patch1-Math-17-dev.patch,correct,Correct,llm4pc-defects4j-Math-17-dev-patch1
320,correct/patch1-Math-18-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-18-dev-patch1
321,correct/patch1-Math-19-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-19-dev-patch1
322,correct/patch1-Math-2-dev.patch,correct,Correct,llm4pc-defects4j-Math-2-dev-patch1
323,correct/patch1-Math-20-dev.patch,correct,Correct,llm4pc-defects4j-Math-20-dev-patch1
324,correct/patch1-Math-21-dev.patch,correct,Correct,llm4pc-defects4j-Math-21-dev-patch1
325,correct/patch1-Math-22-FixMiner.patch,correct,Correct,llm4pc-defects4j-Math-22-FixMiner-patch1
326,correct/patch1-Math-22-dev.patch,correct,Correct,llm4pc-defects4j-Math-22-dev-patch1
327,correct/patch1-Math-23-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-23-dev-patch1
328,correct/patch1-Math-24-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-24-dev-patch1
329,correct/patch1-Math-25-ACS.patch,correct,Overfitting,llm4pc-defects4j-Math-25-ACS-patch1
330,correct/patch1-Math-25-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-25-dev-patch1
331,correct/patch1-Math-26-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-26-dev-patch1
332,correct/patch1-Math-27-dev.patch,correct,Correct,llm4pc-defects4j-Math-27-dev-patch1
333,correct/patch1-Math-28-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-28-dev-patch1
334,correct/patch1-Math-29-dev.patch,correct,Correct,llm4pc-defects4j-Math-29-dev-patch1
335,correct/patch1-Math-3-ACS.patch,correct,Overfitting,llm4pc-defects4j-Math-3-ACS-patch1
336,correct/patch1-Math-3-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-3-dev-patch1
337,correct/patch1-Math-30-FixMiner.patch,correct,Overfitting,llm4pc-defects4j-Math-30-FixMiner-patch1
338,correct/patch1-Math-30-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-30-dev-patch1
339,correct/patch1-Math-31-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-31-dev-patch1
340,correct/patch1-Math-32-Jaid.patch,correct,Overfitting,llm4pc-defects4j-Math-32-Jaid-patch1
341,correct/patch1-Math-32-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-32-dev-patch1
342,correct/patch1-Math-33-SOFix.patch,correct,Overfitting,llm4pc-defects4j-Math-33-SOFix-patch1
343,correct/patch1-Math-33-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-33-dev-patch1
344,correct/patch1-Math-34-HDRepair.patch,correct,Correct,llm4pc-defects4j-Math-34-HDRepair-patch1
345,correct/patch1-Math-34-dev.patch,correct,Correct,llm4pc-defects4j-Math-34-dev-patch1
346,correct/patch1-Math-35-ACS.patch,correct,Correct,llm4pc-defects4j-Math-35-ACS-patch1
347,correct/patch1-Math-35-Arja.patch,correct,Correct,llm4pc-defects4j-Math-35-Arja-patch1
348,correct/patch1-Math-35-dev.patch,correct,Correct,llm4pc-defects4j-Math-35-dev-patch1
349,correct/patch1-Math-36-dev.patch,correct,Correct,llm4pc-defects4j-Math-36-dev-patch1
350,correct/patch1-Math-37-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-37-dev-patch1
351,correct/patch1-Math-38-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-38-dev-patch1
352,correct/patch1-Math-39-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-39-dev-patch1
353,correct/patch1-Math-4-ACS.patch,correct,Correct,llm4pc-defects4j-Math-4-ACS-patch1
354,correct/patch1-Math-4-AVATAR.patch,correct,Correct,llm4pc-defects4j-Math-4-AVATAR-patch1
355,correct/patch1-Math-4-dev.patch,correct,Correct,llm4pc-defects4j-Math-4-dev-patch1
356,correct/patch1-Math-40-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-40-dev-patch1
357,correct/patch1-Math-41-SimFix.patch,correct,Overfitting,llm4pc-defects4j-Math-41-SimFix-patch1
358,correct/patch1-Math-41-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-41-dev-patch1
359,correct/patch1-Math-42-dev.patch,correct,Correct,llm4pc-defects4j-Math-42-dev-patch1
360,correct/patch1-Math-43-dev.patch,correct,Correct,llm4pc-defects4j-Math-43-dev-patch1
361,correct/patch1-Math-44-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-44-dev-patch1
362,correct/patch1-Math-45-dev.patch,correct,Correct,llm4pc-defects4j-Math-45-dev-patch1
363,correct/patch1-Math-46-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-46-dev-patch1
364,correct/patch1-Math-47-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-47-dev-patch1
365,correct/patch1-Math-48-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-48-dev-patch1
366,correct/patch1-Math-49-dev.patch,correct,Correct,llm4pc-defects4j-Math-49-dev-patch1
367,correct/patch1-Math-5-ACS.patch,correct,Correct,llm4pc-defects4j-Math-5-ACS-patch1
368,correct/patch1-Math-5-Jaid.patch,correct,Overfitting,llm4pc-defects4j-Math-5-Jaid-patch1
369,correct/patch1-Math-5-SequenceR.patch,correct,Correct,llm4pc-defects4j-Math-5-SequenceR-patch1
370,correct/patch1-Math-5-SimFix.patch,correct,Correct,llm4pc-defects4j-Math-5-SimFix-patch1
371,correct/patch1-Math-5-dev.patch,correct,Correct,llm4pc-defects4j-Math-5-dev-patch1
372,correct/patch1-Math-5-jGenProg.patch,correct,Overfitting,llm4pc-defects4j-Math-5-jGenProg-patch1
373,correct/patch1-Math-50-Arja.patch,correct,Overfitting,llm4pc-defects4j-Math-50-Arja-patch1
374,correct/patch1-Math-50-DynaMoth.patch,correct,Overfitting,llm4pc-defects4j-Math-50-DynaMoth-patch1
375,correct/patch1-Math-50-Jaid.patch,correct,Overfitting,llm4pc-defects4j-Math-50-Jaid-patch1
376,correct/patch1-Math-50-Kali.patch,correct,Overfitting,llm4pc-defects4j-Math-50-Kali-patch1
377,correct/patch1-Math-50-Nopol2015.patch,correct,Overfitting,llm4pc-defects4j-Math-50-Nopol-patch1
378,correct/patch1-Math-50-SOFix.patch,correct,Overfitting,llm4pc-defects4j-Math-50-SOFix-patch1
379,correct/patch1-Math-50-SketchFix.patch,correct,Overfitting,llm4pc-defects4j-Math-50-SketchFix-patch1
380,correct/patch1-Math-50-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-50-dev-patch1
381,correct/patch1-Math-50-jGenProg.patch,correct,Overfitting,llm4pc-defects4j-Math-50-jGenProg-patch1
382,correct/patch1-Math-50-jKali.patch,correct,Overfitting,llm4pc-defects4j-Math-50-jKali-patch1
383,correct/patch1-Math-51-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-51-dev-patch1
384,correct/patch1-Math-52-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-52-dev-patch1
385,correct/patch1-Math-53-CapGen.patch,correct,Correct,llm4pc-defects4j-Math-53-CapGen-patch1
386,correct/patch1-Math-53-Jaid.patch,correct,Correct,llm4pc-defects4j-Math-53-Jaid-patch1
387,correct/patch1-Math-53-SimFix.patch,correct,Correct,llm4pc-defects4j-Math-53-SimFix-patch1
388,correct/patch1-Math-53-dev.patch,correct,Correct,llm4pc-defects4j-Math-53-dev-patch1
389,correct/patch1-Math-53-jGenProg.patch,correct,Overfitting,llm4pc-defects4j-Math-53-jGenProg-patch1
390,correct/patch1-Math-54-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-54-dev-patch1
391,correct/patch1-Math-55-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-55-dev-patch1
392,correct/patch1-Math-56-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-56-dev-patch1
393,correct/patch1-Math-57-FixMiner.patch,correct,Correct,llm4pc-defects4j-Math-57-FixMiner-patch1
394,correct/patch1-Math-57-dev.patch,correct,Correct,llm4pc-defects4j-Math-57-dev-patch1
395,correct/patch1-Math-58-Arja.patch,correct,Overfitting,llm4pc-defects4j-Math-58-Arja-patch1
396,correct/patch1-Math-58-CapGen.patch,correct,Overfitting,llm4pc-defects4j-Math-58-CapGen-patch1
397,correct/patch1-Math-58-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-58-dev-patch1
398,correct/patch1-Math-59-AVATAR.patch,correct,Correct,llm4pc-defects4j-Math-59-AVATAR-patch1
399,correct/patch1-Math-59-dev.patch,correct,Correct,llm4pc-defects4j-Math-59-dev-patch1
400,correct/patch1-Math-6-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-6-dev-patch1
401,correct/patch1-Math-60-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-60-dev-patch1
402,correct/patch1-Math-61-ACS.patch,correct,Correct,llm4pc-defects4j-Math-61-ACS-patch1
403,correct/patch1-Math-61-dev.patch,correct,Correct,llm4pc-defects4j-Math-61-dev-patch1
404,correct/patch1-Math-62-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-62-dev-patch1
405,correct/patch1-Math-63-CapGen.patch,correct,Correct,llm4pc-defects4j-Math-63-CapGen-patch1
406,correct/patch1-Math-63-dev.patch,correct,Correct,llm4pc-defects4j-Math-63-dev-patch1
407,correct/patch1-Math-64-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-64-dev-patch1
408,correct/patch1-Math-65-CapGen.patch,correct,Correct,llm4pc-defects4j-Math-65-CapGen-patch1
409,correct/patch1-Math-65-TBar.patch,correct,Correct,llm4pc-defects4j-Math-65-TBar-patch1
410,correct/patch1-Math-65-dev.patch,correct,Correct,llm4pc-defects4j-Math-65-dev-patch1
411,correct/patch1-Math-66-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-66-dev-patch1
412,correct/patch1-Math-67-dev.patch,correct,Correct,llm4pc-defects4j-Math-67-dev-patch1
413,correct/patch1-Math-68-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-68-dev-patch1
414,correct/patch1-Math-69-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-69-dev-patch1
415,correct/patch1-Math-7-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-7-dev-patch1
416,correct/patch1-Math-70-HDRepair.patch,correct,Overfitting,llm4pc-defects4j-Math-70-HDRepair-patch1
417,correct/patch1-Math-70-SOFix.patch,correct,Overfitting,llm4pc-defects4j-Math-70-SOFix-patch1
418,correct/patch1-Math-70-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-70-dev-patch1
419,correct/patch1-Math-71-SimFix.patch,correct,Overfitting,llm4pc-defects4j-Math-71-SimFix-patch1
420,correct/patch1-Math-71-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-71-dev-patch1
421,correct/patch1-Math-72-SimFix.patch,correct,Overfitting,llm4pc-defects4j-Math-72-SimFix-patch1
422,correct/patch1-Math-72-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-72-dev-patch1
423,correct/patch1-Math-73-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-73-dev-patch1
424,correct/patch1-Math-73-jGenProg.patch,correct,Overfitting,llm4pc-defects4j-Math-73-jGenProg-patch1
425,correct/patch1-Math-74-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-74-dev-patch1
426,correct/patch1-Math-75-FixMiner.patch,correct,Correct,llm4pc-defects4j-Math-75-FixMiner-patch1
427,correct/patch1-Math-75-SequenceR.patch,correct,Correct,llm4pc-defects4j-Math-75-SequenceR-patch1
428,correct/patch1-Math-75-dev.patch,correct,Correct,llm4pc-defects4j-Math-75-dev-patch1
429,correct/patch1-Math-76-dev.patch,correct,Correct,llm4pc-defects4j-Math-76-dev-patch1
430,correct/patch1-Math-77-dev.patch,correct,Correct,llm4pc-defects4j-Math-77-dev-patch1
431,correct/patch1-Math-78-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-78-dev-patch1
432,correct/patch1-Math-79-FixMiner.patch,correct,Correct,llm4pc-defects4j-Math-79-FixMiner-patch1
433,correct/patch1-Math-79-dev.patch,correct,Correct,llm4pc-defects4j-Math-79-dev-patch1
434,correct/patch1-Math-8-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-8-dev-patch1
435,correct/patch1-Math-80-Jaid.patch,correct,Overfitting,llm4pc-defects4j-Math-80-Jaid-patch1
436,correct/patch1-Math-80-SOFix.patch,correct,Overfitting,llm4pc-defects4j-Math-80-SOFix-patch1
437,correct/patch1-Math-80-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-80-dev-patch1
438,correct/patch1-Math-81-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-81-dev-patch1
439,correct/patch1-Math-82-ACS.patch,correct,Overfitting,llm4pc-defects4j-Math-82-ACS-patch1
440,correct/patch1-Math-82-SequenceR.patch,correct,Overfitting,llm4pc-defects4j-Math-82-SequenceR-patch1
441,correct/patch1-Math-82-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-82-dev-patch1
442,correct/patch1-Math-82-jMutRepair.patch,correct,Overfitting,llm4pc-defects4j-Math-82-jMutRepair-patch1
443,correct/patch1-Math-83-dev.patch,correct,Correct,llm4pc-defects4j-Math-83-dev-patch1
444,correct/patch1-Math-84-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-84-dev-patch1
445,correct/patch1-Math-85-ACS.patch,correct,Overfitting,llm4pc-defects4j-Math-85-ACS-patch1
446,correct/patch1-Math-85-SOFix.patch,correct,Overfitting,llm4pc-defects4j-Math-85-SOFix-patch1
447,correct/patch1-Math-85-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-85-dev-patch1
448,correct/patch1-Math-85-jMutRepair.patch,correct,Overfitting,llm4pc-defects4j-Math-85-jMutRepair-patch1
449,correct/patch1-Math-86-dev.patch,correct,Correct,llm4pc-defects4j-Math-86-dev-patch1
450,correct/patch1-Math-87-dev.patch,correct,Correct,llm4pc-defects4j-Math-87-dev-patch1
451,correct/patch1-Math-88-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-88-dev-patch1
452,correct/patch1-Math-89-ACS.patch,correct,Correct,llm4pc-defects4j-Math-89-ACS-patch1
453,correct/patch1-Math-89-AVATAR.patch,correct,Correct,llm4pc-defects4j-Math-89-AVATAR-patch1
454,correct/patch1-Math-89-dev.patch,correct,Correct,llm4pc-defects4j-Math-89-dev-patch1
455,correct/patch1-Math-9-dev.patch,correct,Correct,llm4pc-defects4j-Math-9-dev-patch1
456,correct/patch1-Math-90-ACS.patch,correct,Correct,llm4pc-defects4j-Math-90-ACS-patch1
457,correct/patch1-Math-90-dev.patch,correct,Correct,llm4pc-defects4j-Math-90-dev-patch1
458,correct/patch1-Math-91-dev.patch,correct,Correct,llm4pc-defects4j-Math-91-dev-patch1
459,correct/patch1-Math-92-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-92-dev-patch1
460,correct/patch1-Math-93-ACS.patch,correct,Correct,llm4pc-defects4j-Math-93-ACS-patch1
461,correct/patch1-Math-93-dev.patch,correct,Correct,llm4pc-defects4j-Math-93-dev-patch1
462,correct/patch1-Math-94-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-94-dev-patch1
463,correct/patch1-Math-95-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-95-dev-patch1
464,correct/patch1-Math-96-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-96-dev-patch1
465,correct/patch1-Math-97-dev.patch,correct,Correct,llm4pc-defects4j-Math-97-dev-patch1
466,correct/patch1-Math-98-Arja.patch,correct,Correct,llm4pc-defects4j-Math-98-Arja-patch1
467,correct/patch1-Math-98-dev.patch,correct,Correct,llm4pc-defects4j-Math-98-dev-patch1
468,correct/patch1-Math-99-ACS.patch,correct,Overfitting,llm4pc-defects4j-Math-99-ACS-patch1
469,correct/patch1-Math-99-dev.patch,correct,Overfitting,llm4pc-defects4j-Math-99-dev-patch1
470,correct/patch1-Time-1-dev.patch,correct,Correct,llm4pc-defects4j-Time-1-dev-patch1
471,correct/patch1-Time-10-dev.patch,correct,Correct,llm4pc-defects4j-Time-10-dev-patch1
472,correct/patch1-Time-11-dev.patch,correct,Correct,llm4pc-defects4j-Time-11-dev-patch1
473,correct/patch1-Time-12-dev.patch,correct,Correct,llm4pc-defects4j-Time-12-dev-patch1
474,correct/patch1-Time-13-dev.patch,correct,Correct,llm4pc-defects4j-Time-13-dev-patch1
475,correct/patch1-Time-14-dev.patch,correct,Correct,llm4pc-defects4j-Time-14-dev-patch1
476,correct/patch1-Time-15-ACS.patch,correct,Correct,llm4pc-defects4j-Time-15-ACS-patch1
477,correct/patch1-Time-15-dev.patch,correct,Correct,llm4pc-defects4j-Time-15-dev-patch1
478,correct/patch1-Time-16-dev.patch,correct,Correct,llm4pc-defects4j-Time-16-dev-patch1
479,correct/patch1-Time-17-dev.patch,correct,Correct,llm4pc-defects4j-Time-17-dev-patch1
480,correct/patch1-Time-18-dev.patch,correct,Correct,llm4pc-defects4j-Time-18-dev-patch1
481,correct/patch1-Time-19-HDRepair.patch,correct,Correct,llm4pc-defects4j-Time-19-HDRepair-patch1
482,correct/patch1-Time-19-dev.patch,correct,Correct,llm4pc-defects4j-Time-19-dev-patch1
483,correct/patch1-Time-2-dev.patch,correct,Correct,llm4pc-defects4j-Time-2-dev-patch1
484,correct/patch1-Time-20-dev.patch,correct,Correct,llm4pc-defects4j-Time-20-dev-patch1
485,correct/patch1-Time-21-dev.patch,correct,Correct,llm4pc-defects4j-Time-21-dev-patch1
486,correct/patch1-Time-22-dev.patch,correct,Correct,llm4pc-defects4j-Time-22-dev-patch1
487,correct/patch1-Time-23-dev.patch,correct,Correct,llm4pc-defects4j-Time-23-dev-patch1
488,correct/patch1-Time-24-dev.patch,correct,Correct,llm4pc-defects4j-Time-24-dev-patch1
489,correct/patch1-Time-25-dev.patch,correct,Correct,llm4pc-defects4j-Time-25-dev-patch1
490,correct/patch1-Time-26-dev.patch,correct,Correct,llm4pc-defects4j-Time-26-dev-patch1
491,correct/patch1-Time-27-dev.patch,correct,Correct,llm4pc-defects4j-Time-27-dev-patch1
492,correct/patch1-Time-3-dev.patch,correct,Correct,llm4pc-defects4j-Time-3-dev-patch1
493,correct/patch1-Time-4-dev.patch,correct,Correct,llm4pc-defects4j-Time-4-dev-patch1
494,correct/patch1-Time-5-dev.patch,correct,Correct,llm4pc-defects4j-Time-5-dev-patch1
495,correct/patch1-Time-6-dev.patch,correct,Correct,llm4pc-defects4j-Time-6-dev-patch1
496,correct/patch1-Time-7-dev.patch,correct,Correct,llm4pc-defects4j-Time-7-dev-patch1
497,correct/patch1-Time-8-dev.patch,correct,Correct,llm4pc-defects4j-Time-8-dev-patch1
498,correct/patch1-Time-9-dev.patch,correct,Correct,llm4pc-defects4j-Time-9-dev-patch1
499,correct/patch2-Chart-14-ACS.patch,correct,Overfitting,llm4pc-defects4j-Chart-14-ACS-patch2
500,correct/patch2-Chart-19-ACS.patch,correct,Overfitting,llm4pc-defects4j-Chart-19-ACS-patch2
501,correct/patch2-Chart-24-Jaid.patch,correct,Correct,llm4pc-defects4j-Chart-24-Jaid-patch2
502,correct/patch2-Chart-26-Jaid.patch,correct,Correct,llm4pc-defects4j-Chart-26-Jaid-patch2
503,correct/patch2-Chart-9-Jaid.patch,correct,Overfitting,llm4pc-defects4j-Chart-9-Jaid-patch2
504,correct/patch2-Closure-73-SequenceR.patch,correct,Correct,llm4pc-defects4j-Closure-73-SequenceR-patch2
505,correct/patch2-Lang-24-ACS.patch,correct,Correct,llm4pc-defects4j-Lang-24-ACS-patch2
506,correct/patch2-Lang-33-Jaid.patch,correct,Correct,llm4pc-defects4j-Lang-33-Jaid-patch2
507,correct/patch2-Lang-38-Jaid.patch,correct,Correct,llm4pc-defects4j-Lang-38-Jaid-patch2
508,correct/patch2-Lang-57-CapGen.patch,correct,Correct,llm4pc-defects4j-Lang-57-CapGen-patch2
509,correct/patch2-Math-25-ACS.patch,correct,Overfitting,llm4pc-defects4j-Math-25-ACS-patch2
510,correct/patch2-Math-3-ACS.patch,correct,Overfitting,llm4pc-defects4j-Math-3-ACS-patch2
511,correct/patch2-Math-35-ACS.patch,correct,Correct,llm4pc-defects4j-Math-35-ACS-patch2
512,correct/patch2-Math-5-ACS.patch,correct,Correct,llm4pc-defects4j-Math-5-ACS-patch2
513,correct/patch2-Math-5-Jaid.patch,correct,Overfitting,llm4pc-defects4j-Math-5-Jaid-patch2
514,correct/patch2-Math-5-jGenProg.patch,correct,Correct,llm4pc-defects4j-Math-5-jGenProg-patch2
515,correct/patch2-Math-53-jGenProg.patch,correct,Correct,llm4pc-defects4j-Math-53-jGenProg-patch2
516,correct/patch2-Math-80-Jaid.patch,correct,Overfitting,llm4pc-defects4j-Math-80-Jaid-patch2
517,correct/patch2-Math-82-ACS.patch,correct,Overfitting,llm4pc-defects4j-Math-82-ACS-patch2
518,correct/patch2-Math-82-SequenceR.patch,correct,Overfitting,llm4pc-defects4j-Math-82-SequenceR-patch2
519,correct/patch2-Math-85-ACS.patch,correct,Overfitting,llm4pc-defects4j-Math-85-ACS-patch2
520,correct/patch2-Math-89-ACS.patch,correct,Correct,llm4pc-defects4j-Math-89-ACS-patch2
